term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"james","jame","3","1000","0.003","2.172813015205217","-0.7229192379070223"
"israeli","isra","3","1000","0.003","1.5890337224563258","-0.4251475674904587"
"iris","iri","3","1000","0.003","-0.0697256982953413","0.9990199197439394"
"investors","investor","3","1000","0.003","-0.5473484904457692","0.07096187927331174"
"integrated","integr","3","1000","0.003","-0.38413778224697515","0.7540240588224709"
"initiated","initi","3","1000","0.003","-0.5514232048850409","-0.3477670575467913"
"individual's","individu","3","1000","0.003","-0.4895336940434768","-0.14452886097477044"
"indian","indian","3","1000","0.003","1.7852978369381685","-0.6418820253073143"
"hub","hub","3","1000","0.003","-0.42265525352624966","0.059228425193785274"
"hd","hd","3","1000","0.003","1.6959567905481567","0.19399102453865733"
"harms","harm","3","1000","0.003","-0.31362336823764725","-0.6028352929019108"
"hardware","hardwar","3","1000","0.003","0.012273645406367264","0.9955491970492679"
"hackers","hacker","3","1000","0.003","-0.17968952204542038","0.48715754767122194"
"hackathon","hackathon","3","1000","0.003","0.18841916892424132","0.6895145738813186"
"grocery","groceri","3","1000","0.003","-0.2761862649892868","-0.14053006532021425"
"gestures","gestur","3","1000","0.003","-0.45046209139215215","0.20853597423562445"
"front-facing","front-fac","3","1000","0.003","",""
"forensics","forens","3","1000","0.003","-0.5044912067136418","0.3541634559903351"
"forbes","forb","3","1000","0.003","1.003248963560535","-0.1946899213637392"
"flickr","flickr","3","1000","0.003","1.0840901598031334","0.6707224024009042"
"fix","fix","3","1000","0.003","-0.194804617999031","-0.01977243383789217"
"filters","filter","3","1000","0.003","-0.1376794837553676","0.9184038122936168"
"fails","fail","3","1000","0.003","-0.30998229180184494","-0.46611487856511974"
"facetime","facetim","3","1000","0.003","0.5606870989757602","0.31612768173710876"
"facepro","facepro","3","1000","0.003","",""
"facebook.com","facebook.com","3","1000","0.003","",""
"face-recognition","face-recognit","3","1000","0.003","",""
"extract","extract","3","1000","0.003","-0.2721871720163201","0.010970167581337904"
"existential","existenti","3","1000","0.003","-0.22966601273874962","-0.16022769854528102"
"exempt","exempt","3","1000","0.003","-0.684640423320021","-0.4916350156639876"
"europe","europ","3","1000","0.003","2.118284792754824","-0.38908520814618264"
"eric","eric","3","1000","0.003","2.199155991586876","-0.5714343687852865"
"entity","entiti","3","1000","0.003","-0.3499911088860536","-0.148466300796387"
"embed","emb","3","1000","0.003","-0.1182774357692383","0.8998582418738185"
"election","elect","3","1000","0.003","-0.40125942287180266","-0.615946781845785"
"economic","econom","3","1000","0.003","-0.4235929997264813","-0.46157651294895397"
"dozens","dozen","3","1000","0.003","-0.5181395844985299","-0.17976353176911528"
"downloads","download","3","1000","0.003","0.14640310659647013","1.1086320464969524"
"delhi","delhi","3","1000","0.003","1.6324293449751184","-0.25810530044574703"
"dc","dc","3","1000","0.003","1.3490483123573467","0.29166644708676404"
"dave","dave","3","1000","0.003","2.2742788890945373","-0.5503594843742828"
"cyber","cyber","3","1000","0.003","-0.16564950004948165","0.08656300285458485"
"customs","custom","3","1000","0.003","-0.2139106651335845","-0.44193421862135857"
"cryptocurrency","cryptocurr","3","1000","0.003","",""
"crunch","crunch","3","1000","0.003","-0.5607417314854565","-0.19544199918436975"
"crowds","crowd","3","1000","0.003","-0.5183238904778144","-0.17927159487928326"
"criticized","critic","3","1000","0.003","-0.9571595428098539","-0.8676385499724047"
"creepy","creepi","3","1000","0.003","0.13177617210496625","0.15326678957005965"
"counts","count","3","1000","0.003","-0.5073150608917969","-0.19990773845631565"
"compensate","compens","3","1000","0.003","-0.6725520006590331","-0.33868173924676226"
"compel","compel","3","1000","0.003","-0.5974608904185954","-0.49940246173377995"
"commons","common","3","1000","0.003","-0.03441360903123463","-0.05963383422079745"
"collaboration","collabor","3","1000","0.003","-0.6135967647120514","0.26363695289126365"
"codes","code","3","1000","0.003","-0.09253214365828805","0.506080191185789"
"co-founder","co-found","3","1000","0.003","-0.44179356604671444","-0.031695212415905095"
"clips","clip","3","1000","0.003","-0.056240123707181046","0.4403380156724015"
"client","client","3","1000","0.003","-0.35862799154985964","0.23083844338540768"
"citing","cite","3","1000","0.003","-0.5965516204443442","-0.5478548292799913"
"censorship","censorship","3","1000","0.003","-0.22215387605780423","-0.273943899260784"
"cbs","cbs","3","1000","0.003","1.7825746641631868","-0.16791045279730918"
"cbp","cbp","3","1000","0.003","",""
"cambridge","cambridg","3","1000","0.003","1.1009712233557734","-0.13103268016504477"
"calling","call","3","1000","0.003","-0.19951715718849547","-0.48168289060963887"
"built-in","built-in","3","1000","0.003","0.5241279952677196","0.7984577219601169"
"boarding","board","3","1000","0.003","-0.2927142704507886","-0.1983122859893396"
"blades","blade","3","1000","0.003","-0.008842738003925375","0.5518177381048736"
"bezos","bezo","3","1000","0.003","",""
"azmin","azmin","3","1000","0.003","",""
"asus","asus","3","1000","0.003","1.56860939572694","0.6365224114110801"
"anonymous","anonym","3","1000","0.003","-0.17857028420597743","-0.13195215978859548"
"analytica","analytica","3","1000","0.003","",""
"america's","america","3","1000","0.003","1.4348224039701931","-0.31790154026226836"
"alipay","alipay","3","1000","0.003","",""
"alfred","alfr","3","1000","0.003","0.9617449346497946","-0.25974693966513096"
"aims","aim","3","1000","0.003","-0.465403158946303","-0.24219032127194537"
"ai-powered","ai-pow","3","1000","0.003","",""
"advocates","advoc","3","1000","0.003","-0.6708055626795416","-0.4759758922008283"
"adds","add","3","1000","0.003","-0.4400242658936781","0.0730807602421592"
"adapted","adapt","3","1000","0.003","-0.5416890274143102","0.2336898963392441"
"accepts","accept","3","1000","0.003","-0.44691912023145947","-0.4231479537569813"
"3gb","3gb","3","1000","0.003","",""
"zoom","zoom","2","1000","0.002","0.2955699318889637","1.3434233036287206"
"zack","zack","2","1000","0.002","1.0262791325887781","-0.1537384255957931"
"xinhua","xinhua","2","1000","0.002","0.33477028437710665","-0.14071019453163375"
"wwdc","wwdc","2","1000","0.002","",""
"whittaker","whittak","2","1000","0.002","",""
"western","western","2","1000","0.002","-0.24166191501966644","-0.542057466934435"
"werner","werner","2","1000","0.002","",""
"webcams","webcam","2","1000","0.002","0.1236472813283508","1.3420537414167608"
"waterdrop","waterdrop","2","1000","0.002","",""
"wandered","wander","2","1000","0.002","-0.34198608769132427","-0.2897247213835951"
"wallet","wallet","2","1000","0.002","-0.1896155792838004","0.3636483689469442"
"waec","waec","2","1000","0.002","",""
"vogels","vogel","2","1000","0.002","",""
"visor","visor","2","1000","0.002","0.11231228856218707","0.6643539773200414"
"viable","viabl","2","1000","0.002","-0.5958079097635166","-0.15212606277753132"
"vestager","vestag","2","1000","0.002","",""
"versa","versa","2","1000","0.002","1.4427297228132712","-0.06233021015366295"
"venues","venu","2","1000","0.002","-0.4782057012643582","0.2068943921573551"
"ventures","ventur","2","1000","0.002","-0.502033639651571","-0.16817726023592292"
"velaga","velaga","2","1000","0.002","",""
"varies","vari","2","1000","0.002","-0.11805170833439503","0.12220057681034117"
"utilizing","util","2","1000","0.002","-0.4310934039023925","0.41872811768795887"
"urges","urg","2","1000","0.002","-0.4126685638832306","-0.8369341998876277"
"updates","updat","2","1000","0.002","-0.055820031028789574","0.7463992571196162"
"unveil","unveil","2","1000","0.002","-0.626585597261811","-0.06555690247258572"
"unmanned","unman","2","1000","0.002","-0.4342787529967679","0.509924216034298"
"unify","unifi","2","1000","0.002","-0.39790864886046157","-0.20947584737404595"
"unfettered","unfett","2","1000","0.002","-0.39251553609262935","-0.313850221778516"
"unanimously","unanim","2","1000","0.002","-0.5934923223566241","-0.4710647970712168"
"uae","uae","2","1000","0.002","1.295871063519412","-0.14314194205686975"
"turnstile's","turnstil","2","1000","0.002","-0.34851312222582076","0.4779936192162257"
"trove","trove","2","1000","0.002","-0.4979415072422533","0.05360523685850287"
"trigger","trigger","2","1000","0.002","-0.48843922796885414","-0.06771353827718654"
"treasure","treasur","2","1000","0.002","-0.2419301174155879","-0.3523613251225966"
"translate","translat","2","1000","0.002","-0.38194799780979305","-0.025416342891087275"
"transferable","transfer","2","1000","0.002","-0.2999130883899728","0.21851146106910088"
"traits","trait","2","1000","0.002","-0.4149623781919746","0.10136216140254932"
"trains","train","2","1000","0.002","-0.40518437771757315","-0.041104636124957315"
"traced","trace","2","1000","0.002","-0.45155070769306843","-0.24386909769721235"
"touchscreen","touchscreen","2","1000","0.002","0.1843102201421558","1.7123078872174988"
"ton-that","ton-that","2","1000","0.002","",""
"timeless","timeless","2","1000","0.002","-0.417416513694804","0.1387525390771672"
"tiananmen","tiananmen","2","1000","0.002","",""
"thwart","thwart","2","1000","0.002","-0.6349435384827888","-0.5031563483279258"
"texture","textur","2","1000","0.002","0.048016904169400736","0.709882709444295"
"terrorism","terror","2","1000","0.002","-0.41222931118973893","-0.6489581782808903"
"terrifyingly","terrifi","2","1000","0.002","-0.3065588131229846","0.1096091636795598"
"tenants","tenant","2","1000","0.002","-0.608005567622438","-0.04447075300479387"
"tens","ten","2","1000","0.002","-0.48361152612086494","-0.16632573720435104"
"telegraph","telegraph","2","1000","0.002","-0.04543251180800382","0.08672023812940827"
"teengeeks","teengeek","2","1000","0.002","",""
"tasha","tasha","2","1000","0.002","",""
"tampering","tamper","2","1000","0.002","-0.6740331924937454","-0.15104935399645794"
"t4","t4","2","1000","0.002","0.2796333619276007","0.22293047440852118"
"switching","switch","2","1000","0.002","-0.2631878740049216","0.2467665052616771"
"swine","swine","2","1000","0.002","0.2250733141077641","-0.43784340274008654"
"sweeping","sweep","2","1000","0.002","-0.6002534347932877","-0.43706019053889295"
"swears","swear","2","1000","0.002","-0.02163168916443113","-0.5547892599139349"
"swarms","swarm","2","1000","0.002","-0.21085922033611373","0.010417310670546433"
"supreme","suprem","2","1000","0.002","-0.0347389922810628","-0.6664999583931424"
"supplying","suppli","2","1000","0.002","-0.7245005174645908","-0.03183781023273736"
"summit","summit","2","1000","0.002","-0.4037974125932778","-0.5009957489066502"
"submit","submit","2","1000","0.002","-0.5117893185804063","-0.07335785515409475"
"subcommittee","subcommitte","2","1000","0.002","-0.8056727559785033","-0.41184975863506107"
"sued","su","2","1000","0.002","-0.7783194156064661","-0.6748169948310194"
"struggled","struggl","2","1000","0.002","-0.7693801623087687","-0.37478240924937495"
"strengthened","strengthen","2","1000","0.002","-0.6111417056275485","-0.40408056034024054"
"streams","stream","2","1000","0.002","-0.01935706552497991","0.43483523450786243"
"state-sponsored","state-sponsor","2","1000","0.002","",""
"stalkers","stalker","2","1000","0.002","0.04440720263533979","0.2600818430201655"
"sprang","sprang","2","1000","0.002","-0.5005667436021661","-0.48216956641956377"
"spotting","spot","2","1000","0.002","-0.34002485459361687","0.03674525537444866"
"spokesperson","spokesperson","2","1000","0.002","-0.6843671272011163","-0.34440591046678015"
"spokesman","spokesman","2","1000","0.002","-1.0706475751333366","-0.5411866883607045"
"spy","spi","2","1000","0.002","-0.2811604793022116","0.026324794452442905"
"specifications","specif","2","1000","0.002","-0.1844756487737983","0.8199019959057279"
"speakers","speaker","2","1000","0.002","-0.17269383626728527","0.17335501917197857"
"spain","spain","2","1000","0.002","2.022689943960763","-0.6028916725457929"
"spaces","space","2","1000","0.002","-0.4183540351469037","0.41324388584667454"
"somerville","somervill","2","1000","0.002","",""
"someone's","someon","2","1000","0.002","0.981170135771701","-0.04280410967944586"
"soared","soar","2","1000","0.002","-0.48399711897576975","-0.24943359420523714"
"sniff","sniff","2","1000","0.002","-0.15308880745826053","0.01706941740409641"
"sneak","sneak","2","1000","0.002","-0.28446754887747044","-0.243809672317053"
"smartwatch","smartwatch","2","1000","0.002","",""
"slashdot","slashdot","2","1000","0.002","1.6591822932783185","0.3920356682652341"
"singaporeans","singaporean","2","1000","0.002","1.5805829628961325","-0.6603769916646156"
"sims","sim","2","1000","0.002","0.953643126655888","0.7402268180307698"
"significantly","signific","2","1000","0.002","-0.4477613190182927","-0.00779911371772305"
"shirin","shirin","2","1000","0.002","",""
"senators","senat","2","1000","0.002","-0.5635527848070995","-0.46376303898155313"
"seattle","seattl","2","1000","0.002","2.216523195040003","-0.21955145945383758"
"searches","search","2","1000","0.002","-0.24414088796481728","0.3044777851855122"
"se","se","2","1000","0.002","1.3088783587507447","-0.5828774867022392"
"schneier","schneier","2","1000","0.002","",""
"sars","sar","2","1000","0.002","0.2239880163699517","-0.3352591851289823"
"sam","sam","2","1000","0.002","2.0626815053618643","-0.7043242159966911"
"sahara","sahara","2","1000","0.002","0.6132806512107962","-0.3653534188750332"
"safer","safer","2","1000","0.002","-0.5486599825750962","-0.12046338267687051"
"sabbagh","sabbagh","2","1000","0.002","",""
"russian","russian","2","1000","0.002","2.0603204384294664","-0.4413384532034909"
"roundup","roundup","2","1000","0.002","-0.15946703385796915","-0.3377935207399712"
"rounded","round","2","1000","0.002","-0.3212153784100353","-0.2616062617123679"
"rollout","rollout","2","1000","0.002","-0.6026073636543706","0.5404099639111218"
"rollercoaster'and","rollercoaster'and","2","1000","0.002","",""
"rolling","roll","2","1000","0.002","-0.4200665676102107","0.08434874586061404"
"rivers","river","2","1000","0.002","-0.20799381628738503","-0.3635248900616277"
"rioting","riot","2","1000","0.002","-0.38984045559468694","-0.879545618709615"
"ring's","ring","2","1000","0.002","-0.11409226610103537","0.13995313741394652"
"rfid","rfid","2","1000","0.002","0.5002520322980221","0.8964642100519072"
"reviewing","review","2","1000","0.002","-0.8859991551725149","-0.15546688148341808"
"restrooms","restroom","2","1000","0.002","-0.44767986627956863","0.4221980311597747"
"resemble","resembl","2","1000","0.002","-0.4255263121037462","-0.18347136833309463"
"requested","request","2","1000","0.002","-0.7008605541352735","-0.21998638110698124"
"repressive","repress","2","1000","0.002","-0.516371927085119","-0.6666525184744195"
"removing","remov","2","1000","0.002","-0.4367567055125681","-0.22236648969813758"
"remotely","remot","2","1000","0.002","-0.17407786197210773","0.7855500158663089"
"relevance","relev","2","1000","0.002","-0.3048970650773114","-0.10800839336193177"
"register's","regist","2","1000","0.002","-0.20718210239709844","0.30709778010624295"
"region's","region","2","1000","0.002","-0.3050082755934839","-0.09953511949856446"
"recognition-enabled","recognition-en","2","1000","0.002","",""
"recognise","recognis","2","1000","0.002","",""
"rear-mounted","rear-mount","2","1000","0.002","",""
"reads","read","2","1000","0.002","0.12696754448861353","-0.17683717181107175"
"rampant","rampant","2","1000","0.002","-0.29732408953555145","-0.676043788759477"
"ram","ram","2","1000","0.002","0.4289362336764707","-0.16179414111290036"
"rallies","ralli","2","1000","0.002","-0.44743620224876585","-0.6452711763764619"
"railway","railway","2","1000","0.002","-0.19616343871307693","-0.4024851115228207"
"radar-based","radar-bas","2","1000","0.002","",""
"queue","queue","2","1000","0.002","0.17967587977097485","0.21489369096508953"
"pursuing","pursu","2","1000","0.002","-0.7156135979227404","-0.49111874054091026"
"pulse","puls","2","1000","0.002","-0.25748500560674675","0.4630055594130514"
"puck","puck","2","1000","0.002","-0.11871586045324498","0.49106763974612383"
"prototypes","prototyp","2","1000","0.002","-0.4180401575411687","1.0602648664767191"
"promoting","promot","2","1000","0.002","-0.49228896805271344","-0.49532613151606414"
"projector","projector","2","1000","0.002","0.086967494026049","1.3353692087335258"
"professor","professor","2","1000","0.002","-0.5180797828744874","-0.5217405681587953"
"pro-democracy","pro-democraci","2","1000","0.002","-0.3213536352770136","-0.5211122890041262"
"previewed","preview","2","1000","0.002","-0.4327276690492402","0.4353923210480358"
"prevalence","preval","2","1000","0.002","-0.25622662602390417","-0.2068115458878081"
"predict","predict","2","1000","0.002","-0.5477161590623589","0.06451662578920732"
"powered","power","2","1000","0.002","-0.29247281439653444","0.335160488527521"
"poses","pose","2","1000","0.002","-0.626473164410144","-0.31436264461064917"
"portland","portland","2","1000","0.002","1.5662531603764127","-0.34060967797245395"
"pope","pope","2","1000","0.002","-0.299000800961749","-0.1780877718205706"
"podcast","podcast","2","1000","0.002","0.15784754657031733","0.5470377373366626"
"ping","ping","2","1000","0.002","0.7704247270642979","0.4550962704039371"
"pigs","pig","2","1000","0.002","-0.004256314599380591","-0.32635338305490247"
"photography","photographi","2","1000","0.002","-0.10496967911006586","0.42924931378964976"
"personalised","personalis","2","1000","0.002","",""
"persistent","persist","2","1000","0.002","-0.3821850858718227","-0.2914786042030015"
"pen","pen","2","1000","0.002","0.06617584267803303","0.1454529014701974"
"paymentsolution","paymentsolut","2","1000","0.002","",""
"patriots","patriot","2","1000","0.002","0.14419882520077928","-0.749308182762062"
"passers-by","passers-bi","2","1000","0.002","-0.29237341602325045","0.0039618999871038315"
"parliamentary","parliamentari","2","1000","0.002","-0.3147561881171489","-0.6522506433000991"
"park","park","2","1000","0.002","-0.3724800943190134","-0.08871717681339383"
"paris","pari","2","1000","0.002","1.7587179046540165","-0.3302197930278082"
"paired","pair","2","1000","0.002","-0.40759274050798067","0.11203024555698743"
"overview","overview","2","1000","0.002","-0.3926473964542823","0.22141200031715916"
"overburdened","overburden","2","1000","0.002","-0.6908544490926514","-0.2760402861459338"
"opposing","oppos","2","1000","0.002","-0.472264474607223","-0.7069733147574521"
"on-device","on-devic","2","1000","0.002","",""
"oled","ole","2","1000","0.002","0.3059721676088081","0.36010721212350977"
"nyc","nyc","2","1000","0.002","1.8613696691935528","-0.3122972619523399"
"nuclear","nuclear","2","1000","0.002","-0.24291458938226998","-0.21838919707078683"
"notorious","notori","2","1000","0.002","-0.3818587438120294","-0.635805117646577"
"notify","notifi","2","1000","0.002","-0.8163269316903908","0.049232572761841266"
"notification","notif","2","1000","0.002","-0.4549422272684721","0.35665617146563555"
"non-binary","non-binari","2","1000","0.002","",""
"nimc","nimc","2","1000","0.002","",""
"newsom","newsom","2","1000","0.002","",""
"nec","nec","2","1000","0.002","1.2565642251526632","-0.057553891231282774"
"nab","nab","2","1000","0.002","-0.3213520018230782","-0.10416187538740457"
"murgia","murgia","2","1000","0.002","",""
"multimillion-dollar","multimillion-dollar","2","1000","0.002","-0.37189788095758874","-0.26898391718281667"
"mtk","mtk","2","1000","0.002","",""
"mozilla","mozilla","2","1000","0.002","1.799763250144393","0.6201587040525712"
"moto","moto","2","1000","0.002","0.601878777764718","0.08434228502186486"
"moscow","moscow","2","1000","0.002","1.0147950534155532","-0.21406204559780465"
"mohammed","moham","2","1000","0.002","1.2400604412093266","-0.4450747828436906"
"module","modul","2","1000","0.002","0.1547294609480357","1.2274536203591826"
"modify","modifi","2","1000","0.002","-0.2795081905417293","0.21997432474495288"
"mitigate","mitig","2","1000","0.002","-0.7501421118917265","-0.05171838917914279"
"mistakenly","mistaken","2","1000","0.002","-0.29996174807465925","-0.29340200727038146"
"missimelda","missimelda","2","1000","0.002","",""
"misclassifies","misclassifi","2","1000","0.002","",""
"military's","militari","2","1000","0.002","-0.3914058419092398","-0.33585937095147606"
"miit","miit","2","1000","0.002","",""
"mgab","mgab","2","1000","0.002","",""
"menu","menu","2","1000","0.002","-0.09553583360276362","0.719517838542695"
"memoji","memoji","2","1000","0.002","",""
"megapixel","megapixel","2","1000","0.002","0.6868424067987061","1.6475769599411236"
"matt","matt","2","1000","0.002","1.5585910503304858","0.014599525916308347"
"mastercard","mastercard","2","1000","0.002","1.2278235937606794","0.1496663946651599"
"massachusetts","massachusett","2","1000","0.002","1.5222805585168766","-0.277912546096667"
"maps","map","2","1000","0.002","-0.1655652384570235","0.7125461431032486"
"manually","manual","2","1000","0.002","0.1057998593985039","1.349835882652706"
"managing","manag","2","1000","0.002","-0.6642695280054645","-0.08794696615343431"
"makeup","makeup","2","1000","0.002","-0.25078137023471075","-0.007366562090328205"
"madhumita","madhumita","2","1000","0.002","",""
"macos","maco","2","1000","0.002","",""
"macau","macau","2","1000","0.002","",""
"lumentum","lumentum","2","1000","0.002","",""
"login","login","2","1000","0.002","0.6031058023519991","1.9627440482592113"
"lockport","lockport","2","1000","0.002","",""
"liu's","liu","2","1000","0.002","",""
"lip-reading","lip-read","2","1000","0.002","-0.0970171790830885","0.11558345174214017"
"lineup","lineup","2","1000","0.002","-0.5758101132255516","0.4158373903423121"
"licence","licenc","2","1000","0.002","",""
"lgbtq","lgbtq","2","1000","0.002","",""
"lewis","lewi","2","1000","0.002","2.0004134735711245","-0.5601304746423253"
"lenses","lens","2","1000","0.002","0.08997914487792483","1.0167152821682344"
"lee","lee","2","1000","0.002","1.4178436749352228","-0.8057456655278361"
"leader","leader","2","1000","0.002","-0.5248023916800784","-0.3804749445481112"
"law-enforcement","law-enforc","2","1000","0.002","-0.4022372403179136","-0.37482229430413894"
"lane","lane","2","1000","0.002","-0.5008075432203263","0.20669289612683076"
"landmark","landmark","2","1000","0.002","-0.587358934969625","-0.35819642083186887"
"laboratories","laboratori","2","1000","0.002","-0.5422800091365311","0.3833291100603903"
"lab","lab","2","1000","0.002","-0.45571539437178077","0.4640471220088652"
"kishore","kishor","2","1000","0.002","0.11714815940060386","-0.25873500595013615"
"kiosks","kiosk","2","1000","0.002","-0.4428286558865527","0.9381424908846104"
"kharpal","kharpal","2","1000","0.002","",""
"jurisdictions","jurisdict","2","1000","0.002","-0.5157551619082679","-0.0597065124142386"
"juniper","junip","2","1000","0.002","0.2674384390945739","-0.05221771803660634"
"journal","journal","2","1000","0.002","-0.17112206285489173","0.050894863632075314"
"joins","join","2","1000","0.002","-0.5189053602272242","-0.5007006203073897"
"jetblue","jetblu","2","1000","0.002","0.2970509476130185","0.18023548294918057"
"japanese","japanes","2","1000","0.002","1.975944990491825","-0.10679225157545211"
"irresponsible","irrespons","2","1000","0.002","-0.5426177691036085","-0.8564718909926161"
"iranians","iranian","2","1000","0.002","0.6877304742177915","-0.3450630023685917"
"ipo","ipo","2","1000","0.002","1.498373408921231","0.40001491908487574"
"intrusive","intrus","2","1000","0.002","-0.47379370798544435","0.3567881306230905"
"interestingly","interest","2","1000","0.002","0.16546111527096952","-0.16896759514440038"
"interact","interact","2","1000","0.002","-0.4087966890872895","0.6077227856303429"
"insufficient","insuffici","2","1000","0.002","-0.5147319498224566","-0.41726265465505546"
"inhabitants","inhabit","2","1000","0.002","-0.08840104791173456","-0.4097683261208522"
"infotech","infotech","2","1000","0.002","0.19845654243844885","0.23431101270125435"
"indicating","indic","2","1000","0.002","-0.3555072637878915","-0.12681874213107364"
"in-store","in-stor","2","1000","0.002","0.353638038455488","0.6074024560894055"
"img","img","2","1000","0.002","1.4864050800238873","0.37182352592385187"
"ideals","ideal","2","1000","0.002","-0.4115931472816677","-0.45596664639817475"
"ida","ida","2","1000","0.002","0.9741202794782986","-0.3999570051776437"
"ibadan","ibadan","2","1000","0.002","",""
"housed","hous","2","1000","0.002","-0.555539152205892","0.04754562129099924"
"hotel","hotel","2","1000","0.002","-0.3054144903936775","-0.17924879062716584"
"hospitals","hospit","2","1000","0.002","-0.5472426134388427","-0.1505127904831043"
"homepod","homepod","2","1000","0.002","",""
"homeless","homeless","2","1000","0.002","-0.3596079017310463","-0.5261571500025769"
"homeland","homeland","2","1000","0.002","-0.29884543948964726","-0.6666300545334711"
"hoan","hoan","2","1000","0.002","",""
"hmm","hmm","2","1000","0.002","1.1324121039427508","-0.20647913225366865"
"hints","hint","2","1000","0.002","-0.3252275747128423","-0.2141753527890127"
"hijab","hijab","2","1000","0.002","-0.06840098817409318","-0.17159630802624345"
"high-end","high-end","2","1000","0.002","0.13401115017486878","0.47791470740394637"
"harvey","harvey","2","1000","0.002","1.3711003477655512","-0.5467321090671251"
"harmon","harmon","2","1000","0.002","0.4005254256561227","0.0171913548813502"
"haptic","haptic","2","1000","0.002","-0.05515511639481859","1.7515129386253492"
"handles","handl","2","1000","0.002","-0.5135523940093142","0.06269447288746004"
"han","han","2","1000","0.002","1.2746847276484317","-0.7228231002052821"
"hamilton","hamilton","2","1000","0.002","1.590004610627658","-0.46022718038248417"
"halt","halt","2","1000","0.002","-0.604099819480323","-0.6420651875902398"
"hail","hail","2","1000","0.002","-0.23223321314402617","-0.6078228170315055"
"guangxi","guangxi","2","1000","0.002","",""
"gsoc's","gsoc","2","1000","0.002","",""
"graphics","graphic","2","1000","0.002","0.41535366099808363","1.1734150236656553"
"gps","gps","2","1000","0.002","1.476426538395508","0.8204641603882411"
"gorgeous","gorgeous","2","1000","0.002","0.24928816896826453","0.21812569339110927"
"goggles","goggl","2","1000","0.002","-0.051441470123719454","0.7392810775424048"
"glows","glow","2","1000","0.002","-0.00596219183709123","0.5002024976883158"
"globe","globe","2","1000","0.002","-0.23048292131898393","0.14807741752310974"
"gizmodo","gizmodo","2","1000","0.002","0.927111901601821","0.48948678502175236"
"ghaffary","ghaffari","2","1000","0.002","",""
"gershgorn","gershgorn","2","1000","0.002","",""
"george","georg","2","1000","0.002","2.1180059864737832","-0.9267209081299433"
"generate","generat","2","1000","0.002","-0.6017225930878813","0.12895620060175958"
"gavin","gavin","2","1000","0.002","0.7105727759643805","-0.32038422814758827"
"gambling","gambl","2","1000","0.002","-0.29493496668207253","-0.4641470514039532"
"gait","gait","2","1000","0.002","-0.33524478172799366","0.5871562810193807"
"gadgets","gadget","2","1000","0.002","-0.053584476067951775","1.121834162537681"
"g7","g7","2","1000","0.002","0.8075050474820152","0.001547061114987786"
"funding","fund","2","1000","0.002","-0.649193946417533","-0.19814307675989187"
"functionality","function","2","1000","0.002","-0.0077100257990267585","1.6489419449080178"
"fujitsu","fujitsu","2","1000","0.002","",""
"freedoms","freedom","2","1000","0.002","-0.3978985553599168","-0.4079342258636462"
"fragile","fragil","2","1000","0.002","-0.5068724322593141","-0.4293186429469465"
"format","format","2","1000","0.002","-0.08278637009222596","0.7688989624931666"
"floating","float","2","1000","0.002","-0.09106112807061963","0.006856331791474864"
"flip","flip","2","1000","0.002","-0.0308431967084571","0.33053589857403487"
"fleet","fleet","2","1000","0.002","-0.30118081846347783","0.06537554189049619"
"fitbit","fitbit","2","1000","0.002","",""
"findface","findfac","2","1000","0.002","",""
"fever","fever","2","1000","0.002","-0.2650359204104967","-0.33964031128511757"
"festivals","festiv","2","1000","0.002","-0.2869717823617877","-0.21488203700917627"
"federally-funded","federally-fund","2","1000","0.002","",""
"featured","featur","2","1000","0.002","-0.4471128595998223","0.08503511003132633"
"fearful","fear","2","1000","0.002","-0.6546051958799757","-0.606958674888605"
"extremist","extremist","2","1000","0.002","-0.36820520214969243","-0.7225635359043603"
"expressions","express","2","1000","0.002","-0.43081718166266564","-0.00876059294057822"
"export","export","2","1000","0.002","-0.16294073127122236","-0.09925653925296657"
"exponential","exponenti","2","1000","0.002","-0.28466811477112886","0.28881165747963444"
"explored","explor","2","1000","0.002","-0.6253321975747981","-0.10207862477317428"
"exploitation","exploit","2","1000","0.002","-0.27180651786436105","-0.48429187646050653"
"evolution","evolut","2","1000","0.002","-0.2365329558133011","0.24076454160379562"
"everybody's","everybodi","2","1000","0.002","0.5575489826660793","-0.27631765820756166"
"etherington","etherington","2","1000","0.002","",""
"entrances","entranc","2","1000","0.002","-0.5433744687677183","0.27139172242204546"
"enhancements","enhanc","2","1000","0.002","-0.3459122222907607","1.045349134938333"
"engage","engag","2","1000","0.002","-0.6081527835249166","-0.06480393409103237"
"encrypted","encrypt","2","1000","0.002","-0.2418549859721297","1.3223353007204641"
"employ","employ","2","1000","0.002","-0.5021139360968129","-0.011983659520998507"
"elaine","elain","2","1000","0.002","0.48060152246928456","-0.18012178536350848"
"economy","economi","2","1000","0.002","-0.41351050145817375","-0.28559951287856844"
"echizen","echizen","2","1000","0.002","",""
"e-learning","e-learn","2","1000","0.002","0.02349597111011168","0.7806141116843175"
"duron","duron","2","1000","0.002","",""
"doubling","doubl","2","1000","0.002","-0.5367767250885934","-0.10055591720461471"
"domain","domain","2","1000","0.002","0.31493769784032005","0.2759386326214813"
"dispensers","dispens","2","1000","0.002","-0.39425698729861586","0.6179562350745555"
"discussing","discuss","2","1000","0.002","-0.6396155546002732","-0.2969507213996251"
